Region,Description,Flag Picture URL,Flag URL,Country URL
North and Central America,"Flag of the Republic of Yucatán (independent 1841-1843, 1846-1848)",/wiki/File:Flag_of_the_Republic_of_Yucatan.svg,//en.wikipedia.org/wiki/Flag_of_Yucat%C3%A1n,/w/index.php?title=Republic_of_Yucat%C3%A1n&action=edit&redlink=1
North and Central America,"Flag of the Republic of w:Los Altos (independent 1844, 1848, 1849)",/wiki/File:Flag_of_Los_Altos.svg,"//en.wikipedia.org/wiki/Los_Altos,_Central_America","//en.wikipedia.org/wiki/Los_Altos,_Central_America"
North and Central America,Flag of the Republic of w:Lower California (independent 1853-1854),/wiki/File:Flag_of_the_Republic_of_Lower_California.svg,//en.wikipedia.org/wiki/Republic_of_Baja_California,//en.wikipedia.org/wiki/Republic_of_Baja_California
North and Central America,Flag of the Republic of w:Sonora (independent 1854),/wiki/File:Flag_of_the_Republic_of_Sonora.svg,//en.wikipedia.org/wiki/Republic_of_Sonora,//en.wikipedia.org/wiki/Republic_of_Sonora
South America,Flag of the Kingdom of Araucanía and Patagonia (de facto independent 1862-1865),/wiki/File:Flag_of_the_Kingdom_of_Araucan%C3%ADa_and_Patagonia.svg,//en.wikipedia.org/wiki/Kingdom_of_Araucan%C3%ADa_and_Patagonia,
South America,"Flag of the First Republic of Acre (independent 1899-1900), the same as the current Brasilian State of Acre",/wiki/File:Bandeira_do_Estado_Independente_do_Acre.svg,//en.wikipedia.org/wiki/Republic_of_Acre,/wiki/Acre
South America,"Flag of the Third Republic of Acre (independent January-November, 1903)",/wiki/File:Bandeira_da_Terceira_Rep%C3%BAblica_do_Acre.svg,//en.wikipedia.org/wiki/Republic_of_Acre,
South America,"Flag of Juliana Republic (independent July–November, 1839)",/wiki/File:Flag_of_Rep%C3%BAblica_Juliana_(1839).svg,//en.wikipedia.org/wiki/Juliana_Republic,
South America,"Flag of Riograndense Republic (independent 1836-1845, similar to the flag of Brazilian state of Rio Grande do Sul)",/wiki/File:Flag_of_Piratini_Republic.svg,//en.wikipedia.org/wiki/Riograndense_Republic,//en.wikipedia.org/wiki/Rio_Grande_do_Sul
South America,Flag of Principality of Trinidad (independent 1893-1895),/wiki/File:Flag_of_the_Principality_of_Trinidad.svg,//en.wikipedia.org/wiki/Principality_of_Trinidad,
